id	word_id	sg1	sg2	sg3	pl1	pl2	pl3
850	981	обеща'ю	обеща'ешь	обеща'ет	обеща'ем	обеща'ете	обеща'ют
851	3669	оби'жу	оби'дишь	оби'дит	оби'дим	оби'дите	оби'дят
852	2299	оби'жусь	оби'дишься	оби'дится	оби'димся	оби'дитесь	оби'дятся
853	5516	обижа'ю	обижа'ешь	обижа'ет	обижа'ем	обижа'ете	обижа'ют
854	3346	обижа'юсь	обижа'ешься	обижа'ется	обижа'емся	обижа'етесь	обижа'ются
855	6835	обита'ю	обита'ешь	обита'ет	обита'ем	обита'ете	обита'ют
856	1704	облада'ю	облада'ешь	облада'ет	облада'ем	облада'ете	облада'ют
857	11066	облегча'ю	облегча'ешь	облегча'ет	облегча'ем	облегча'ете	облегча'ют
858	18284	облича'ю	облича'ешь	облича'ет	облича'ем	облича'ете	облича'ют
859	13819	облокочу'сь	облоко'тишься	облоко'тится	облоко'тимся	облоко'титесь	облоко'тятся
860	2707	обману'	обма'нешь	обма'нет	обма'нем	обма'нете	обма'нут
861	4189	обма'нываю	обма'нываешь	обма'нывает	обма'нываем	обма'нываете	обма'нывают
862	5840	обнару'живаю	обнару'живаешь	обнару'живает	обнару'живаем	обнару'живаете	обнару'живают
863	845	обнару'жу	обнару'жишь	обнару'жит	обнару'жим	обнару'жите	обнару'жат
864	4765	обнима'ю	обнима'ешь	обнима'ет	обнима'ем	обнима'ете	обнима'ют
865	12434	обнима'юсь	обнима'ешься	обнима'ется	обнима'емся	обнима'етесь	обнима'ются
866	2544	обниму'	обни'мешь	обни'мет	обни'мем	обни'мете	обни'мут
867	8154	обниму'сь	обни'мешься	обни'мется	обни'мемся	обни'метесь	обни'мутся
868	6197	обожа'ю	обожа'ешь	обожа'ет	обожа'ем	обожа'ете	обожа'ют
869	2560	обойду'	обойдёшь	обойдёт	обойдём	обойдёте	обойду'т
870	1638	обойду'сь	обойдёшься	обойдётся	обойдёмся	обойдётесь	обойду'тся
871	18132	обороня'ю	обороня'ешь	обороня'ет	обороня'ем	обороня'ете	обороня'ют
872	2141	обра'дуюсь	обра'дуешься	обра'дуется	обра'дуемся	обра'дуетесь	обра'дуются
873	1317	обращу'	обрати'шь	обрати'т	обрати'м	обрати'те	обратя'т
874	1084	обращу'сь	обрати'шься	обрати'тся	обрати'мся	обрати'тесь	обратя'тся
875	1655	обраща'ю	обраща'ешь	обраща'ет	обраща'ем	обраща'ете	обраща'ют
876	1151	обраща'юсь	обраща'ешься	обраща'ется	обраща'емся	обраща'етесь	обраща'ются
877	16282	обрека'ю	обрека'ешь	обрека'ет	обрека'ем	обрека'ете	обрека'ют
878	12881	обруга'ю	обруга'ешь	обруга'ет	обруга'ем	обруга'ете	обруга'ют
879	5291	обсужу'	обсу'дишь	обсу'дит	обсу'дим	обсу'дите	обсу'дят
880	2812	обсужда'ю	обсужда'ешь	обсужда'ет	обсужда'ем	обсужда'ете	обсужда'ют
881	9202	обуча'ю	обуча'ешь	обуча'ет	обуча'ем	обуча'ете	обуча'ют
882	11793	обучу'	обу'чишь	обу'чит	обу'чим	обу'чите	обу'чат
883	26416	обхва'тываю	обхва'тываешь	обхва'тывает	обхва'тываем	обхва'тываете	обхва'тывают
884	4125	обхожу'	обхо'дишь	обхо'дит	обхо'дим	обхо'дите	обхо'дят
885	4770	обхожу'сь	обхо'дишься	обхо'дится	обхо'димся	обхо'дитесь	обхо'дятся
886	3941	обща'юсь	обща'ешься	обща'ется	обща'емся	обща'етесь	обща'ются
887	4428	объединю'	объедини'шь	объедини'т	объедини'м	объедини'те	объединя'т
888	12395	объединю'сь	объедини'шься	объедини'тся	объедини'мся	объедини'тесь	объединя'тся
889	7868	объединя'ю	объединя'ешь	объединя'ет	объединя'ем	объединя'ете	объединя'ют
890	14666	объединя'юсь	объединя'ешься	объединя'ется	объединя'емся	объединя'етесь	объединя'ются
891	26129	объе'зжу	объе'здишь	объе'здит	объе'здим	объе'здите	объе'здят
892	18372	объезжа'ю	объезжа'ешь	объезжа'ет	объезжа'ем	объезжа'ете	объезжа'ют
893	14377	объе'ду	объе'дешь	объе'дет	объе'дем	объе'дете	объе'дут
894	1050	объявлю'	объя'вишь	объя'вит	объя'вим	объя'вите	объя'вят
895	4702	объявля'ю	объявля'ешь	объявля'ет	объявля'ем	объявля'ете	объявля'ют
896	568	объясню'	объясни'шь	объясни'т	объясни'м	объясни'те	объясня'т
897	10431	объясню'сь	объясни'шься	объясни'тся	объясни'мся	объясни'тесь	объясня'тся
898	1347	объясня'ю	объясня'ешь	объясня'ет	объясня'ем	объясня'ете	объясня'ют
899	4151	объясня'юсь	объясня'ешься	объясня'ется	объясня'емся	объясня'етесь	объясня'ются
900	30739	обяжу'сь	обя'жешься	обя'жется	обя'жемся	обя'жетесь	обя'жутся
901	22954	обя'зываюсь	обя'зываешься	обя'зывается	обя'зываемся	обя'зываетесь	обя'зываются
902	15552	оглашу'	огласи'шь	огласи'т	огласи'м	огласи'те	оглася'т
903	20288	оглаша'ю	оглаша'ешь	оглаша'ет	оглаша'ем	оглаша'ете	оглаша'ют
904	7380	оглушу'	оглуши'шь	оглуши'т	оглуши'м	оглуши'те	оглуша'т
905	2203	огля'дываюсь	огля'дываешься	огля'дывается	огля'дываемся	огля'дываетесь	огля'дываются
906	1438	огляну'сь	огля'нешься	огля'нется	огля'немся	огля'нетесь	огля'нутся
907	7809	огра'блю	огра'бишь	огра'бит	огра'бим	огра'бите	огра'бят
908	9069	ограни'чиваю	ограни'чиваешь	ограни'чивает	ограни'чиваем	ограни'чиваете	ограни'чивают
909	8037	ограни'чу	ограни'чишь	ограни'чит	ограни'чим	ограни'чите	ограни'чат
910	29675	ода'лживаю	ода'лживаешь	ода'лживает	ода'лживаем	ода'лживаете	ода'лживают
911	12431	одева'ю	одева'ешь	одева'ет	одева'ем	одева'ете	одева'ют
912	3641	одева'юсь	одева'ешься	одева'ется	одева'емся	одева'етесь	одева'ются
913	21700	одеревене'ю	одеревене'ешь	одеревене'ет	одеревене'ем	одеревене'ете	одеревене'ют
914	10684	оде'ну	оде'нешь	оде'нет	оде'нем	оде'нете	оде'нут
915	4673	оде'нусь	оде'нешься	оде'нется	оде'немся	оде'нетесь	оде'нутся
916	6014	одо'брю	одо'бришь	одо'брит	одо'брим	одо'брите	одо'брят
917	8035	одобря'ю	одобря'ешь	одобря'ет	одобря'ем	одобря'ете	одобря'ют
918	10091	ожива'ю	ожива'ешь	ожива'ет	ожива'ем	ожива'ете	ожива'ют
919	801	ожида'ю	ожида'ешь	ожида'ет	ожида'ем	ожида'ете	ожида'ют
920	5327	оживу'	оживёшь	оживёт	оживём	оживёте	оживу'т
921	8589	озарю'	озари'шь	озари'т	озари'м	озари'те	озаря'т
922	15573	озаря'ю	озаря'ешь	озаря'ет	озаря'ем	озаря'ете	озаря'ют
923	5411	озира'юсь	озира'ешься	озира'ется	озира'емся	озира'етесь	озира'ются
924	1321	означа'ю	означа'ешь	означа'ет	означа'ем	означа'ете	означа'ют
925	3495	оказа'ю	оказа'ешь	оказа'ет	оказа'ем	оказа'ете	оказа'ют
926	180	окажу'сь	ока'жешься	ока'жется	ока'жемся	ока'жетесь	ока'жутся
927	3700	ока'зываю	ока'зываешь	ока'зывает	ока'зываем	ока'зываете	ока'зывают
928	689	ока'зываюсь	ока'зываешься	ока'зывается	ока'зываемся	ока'зываетесь	ока'зываются
929	23339	ока'нчиваюсь	ока'нчиваешься	ока'нчивается	ока'нчиваемся	ока'нчиваетесь	ока'нчиваются
930	3267	око'нчу	око'нчишь	око'нчит	око'нчим	око'нчите	око'нчат
931	8163	око'нчусь	око'нчишься	око'нчится	око'нчимся	око'нчитесь	око'нчатся
932	11395	окре'пну	окре'пнешь	окре'пнет	окре'пнем	окре'пнете	окре'пнут
933	3951	окружа'ю	окружа'ешь	окружа'ет	окружа'ем	окружа'ете	окружа'ют
934	2641	окружу'	окружи'шь	окружи'т	окружи'м	окружи'те	окружа'т
935	7173	опа'здываю	опа'здываешь	опа'здывает	опа'здываем	опа'здываете	опа'здывают
936	16401	опека'ю	опека'ешь	опека'ет	опека'ем	опека'ете	опека'ют
937	7127	опережу'	опереди'шь	опереди'т	опереди'м	опереди'те	опередя'т
938	12787	опережа'ю	опережа'ешь	опережа'ет	опережа'ем	опережа'ете	опережа'ют
939	2487	опишу'	опи'шешь	опи'шет	опи'шем	опи'шете	опи'шут
940	58507	опи'саю	опи'саешь	опи'сает	опи'саем	опи'саете	опи'сают
941	3959	опи'сываю	опи'сываешь	опи'сывает	опи'сываем	опи'сываете	опи'сывают
942	19236	опла'киваю	опла'киваешь	опла'кивает	опла'киваем	опла'киваете	опла'кивают
943	24643	оповеща'ю	оповеща'ешь	оповеща'ет	оповеща'ем	оповеща'ете	оповеща'ют
944	3940	опозда'ю	опозда'ешь	опозда'ет	опозда'ем	опозда'ете	опозда'ют
945	9406	опозна'ю	опозна'ешь	опозна'ет	опозна'ем	опозна'ете	опозна'ют
946	19766	опохмелю'сь	опохмели'шься	опохмели'тся	опохмели'мся	опохмели'тесь	опохмеля'тся
947	24210	опоя'саю	опоя'саешь	опоя'сает	опоя'саем	опоя'саете	опоя'сают
948	20421	опоя'сываю	опоя'сываешь	опоя'сывает	опоя'сываем	опоя'сываете	опоя'сывают
949	4743	оправда'ю	оправда'ешь	оправда'ет	оправда'ем	оправда'ете	оправда'ют
950	10249	оправда'юсь	оправда'ешься	оправда'ется	оправда'емся	оправда'етесь	оправда'ются
951	7168	опра'вдываю	опра'вдываешь	опра'вдывает	опра'вдываем	опра'вдываете	опра'вдывают
952	5069	опра'вдываюсь	опра'вдываешься	опра'вдывается	опра'вдываемся	опра'вдываетесь	опра'вдываются
953	1474	определю'	определи'шь	определи'т	определи'м	определи'те	определя'т
954	10831	определю'сь	определи'шься	определи'тся	определи'мся	определи'тесь	определя'тся
955	2846	определя'ю	определя'ешь	определя'ет	определя'ем	определя'ете	определя'ют
956	4643	определя'юсь	определя'ешься	определя'ется	определя'емся	определя'етесь	определя'ются
957	3708	опублику'ю	опублику'ешь	опублику'ет	опублику'ем	опублику'ете	опублику'ют
958	4445	опуска'ю	опуска'ешь	опуска'ет	опуска'ем	опуска'ете	опуска'ют
959	1180	опущу'	опу'стишь	опу'стит	опу'стим	опу'стите	опу'стят
960	1751	ору'	орёшь	орёт	орём	орёте	ору'т
961	2326	организу'ю	организу'ешь	организу'ет	организу'ем	организу'ете	организу'ют
962	13670	организо'вываю	организо'вываешь	организо'вывает	организо'вываем	организо'вываете	организо'вывают
963	8697	ориенти'руюсь	ориенти'руешься	ориенти'руется	ориенти'руемся	ориенти'руетесь	ориенти'руются
964	29618	ороша'ю	ороша'ешь	ороша'ет	ороша'ем	ороша'ете	ороша'ют
965	2374	освобожу'	освободи'шь	освободи'т	освободи'м	освободи'те	освободя'т
966	7029	освобожда'ю	освобожда'ешь	освобожда'ет	освобожда'ем	освобожда'ете	освобожда'ют
967	12602	оседла'ю	оседла'ешь	оседла'ет	оседла'ем	оседла'ете	оседла'ют
968	5866	оскорблю'	оскорби'шь	оскорби'т	оскорби'м	оскорби'те	оскорбя'т
969	8739	оскорбля'ю	оскорбля'ешь	оскорбля'ет	оскорбля'ем	оскорбля'ете	оскорбля'ют
970	7323	осла'блю	осла'бишь	осла'бит	осла'бим	осла'бите	осла'бят
971	18488	ослабля'ю	ослабля'ешь	ослабля'ет	ослабля'ем	ослабля'ете	ослабля'ют
972	4935	осма'триваю	осма'триваешь	осма'тривает	осма'триваем	осма'триваете	осма'тривают
973	2731	осмотрю'	осмо'тришь	осмо'трит	осмо'трим	осмо'трите	осмо'трят
974	4247	осную'	оснуёшь	оснуёт	оснуём	оснуёте	осную'т
975	11554	осознаю'	осознаёшь	осознаёт	осознаём	осознаёте	осознаю'т
976	3398	осозна'ю	осозна'ешь	осозна'ет	осозна'ем	осозна'ете	осозна'ют
977	291	остаю'сь	остаёшься	остаётся	остаёмся	остаётесь	остаю'тся
978	377	оста'влю	оста'вишь	оста'вит	оста'вим	оста'вите	оста'вят
979	1352	оставля'ю	оставля'ешь	оставля'ет	оставля'ем	оставля'ете	оставля'ют
980	5350	остана'вливаю	остана'вливаешь	остана'вливает	остана'вливаем	остана'вливаете	остана'вливают
981	1709	остана'вливаюсь	остана'вливаешься	остана'вливается	остана'вливаемся	остана'вливаетесь	остана'вливаются
982	1195	остановлю'	остано'вишь	остано'вит	остано'вим	остано'вите	остано'вят
983	412	остановлю'сь	остано'вишься	остано'вится	остано'вимся	остано'витесь	остано'вятся
984	170	оста'нусь	оста'нешься	оста'нется	оста'немся	оста'нетесь	оста'нутся
985	5441	осужу'	осу'дишь	осу'дит	осу'дим	осу'дите	осу'дят
986	5523	осужда'ю	осужда'ешь	осужда'ет	осужда'ем	осужда'ете	осужда'ют
987	4772	осуществлю'	осуществи'шь	осуществи'т	осуществи'м	осуществи'те	осуществя'т
988	16763	осуществлю'сь	осуществи'шься	осуществи'тся	осуществи'мся	осуществи'тесь	осуществя'тся
989	5046	осуществля'ю	осуществля'ешь	осуществля'ет	осуществля'ем	осуществля'ете	осуществля'ют
990	5543	осуществля'юсь	осуществля'ешься	осуществля'ется	осуществля'емся	осуществля'етесь	осуществля'ются
991	2148	отведу'	отведёшь	отведёт	отведём	отведёте	отведу'т
992	188	отве'чу	отве'тишь	отве'тит	отве'тим	отве'тите	отве'тят
993	393	отвеча'ю	отвеча'ешь	отвеча'ет	отвеча'ем	отвеча'ете	отвеча'ют
994	6844	отвлека'ю	отвлека'ешь	отвлека'ет	отвлека'ем	отвлека'ете	отвлека'ют
995	8100	отвлеку'	отвлечёшь	отвлечёт	отвлечём	отвлечёте	отвлеку'т
996	6041	отвожу'	отво'дишь	отво'дит	отво'дим	отво'дите	отво'дят
997	21483	отвора'чиваю	отвора'чиваешь	отвора'чивает	отвора'чиваем	отвора'чиваете	отвора'чивают
998	31636	отврачу'	отврати'шь	отврати'т	отврати'м	отврати'те	отвратя'т
999	1591	отдаю'	отдаёшь	отдаёт	отдаём	отдаёте	отдаю'т
1000	7188	отдалю'	отдали'шь	отдали'т	отдали'м	отдали'те	отдаля'т
1001	707	отда'м	отда'шь	отда'ст	отдади'м	отдади'те	отдаду'т
1002	9507	отделю'	отдели'шь	отдели'т	отдели'м	отдели'те	отделя'т
1003	5469	отделя'ю	отделя'ешь	отделя'ет	отделя'ем	отделя'ете	отделя'ют
1004	2488	отдохну'	отдохнёшь	отдохнёт	отдохнём	отдохнёте	отдохну'т
1005	2115	отдыха'ю	отдыха'ешь	отдыха'ет	отдыха'ем	отдыха'ете	отдыха'ют
1006	1072	откажу'сь	отка'жешься	отка'жется	отка'жемся	отка'жетесь	отка'жутся
1007	2367	отка'зываюсь	отка'зываешься	отка'зывается	отка'зываемся	отка'зываетесь	отка'зываются
1008	6997	откла'дываю	откла'дываешь	откла'дывает	откла'дываем	откла'дываете	откла'дывают
1009	21950	отклоня'юсь	отклоня'ешься	отклоня'ется	отклоня'емся	отклоня'етесь	отклоня'ются
1010	1164	открыва'ю	открыва'ешь	открыва'ет	открыва'ем	открыва'ете	открыва'ют
1011	2758	открыва'юсь	открыва'ешься	открыва'ется	открыва'емся	открыва'етесь	открыва'ются
1012	447	откро'ю	откро'ешь	откро'ет	откро'ем	откро'ете	откро'ют
1013	1632	откро'юсь	откро'ешься	откро'ется	откро'емся	откро'етесь	откро'ются
1014	6918	отлича'ю	отлича'ешь	отлича'ет	отлича'ем	отлича'ете	отлича'ют
1015	1590	отлича'юсь	отлича'ешься	отлича'ется	отлича'емся	отлича'етесь	отлича'ются
1016	7971	отличу'	отличи'шь	отличи'т	отличи'м	отличи'те	отлича'т
1017	11120	отличу'сь	отличи'шься	отличи'тся	отличи'мся	отличи'тесь	отлича'тся
1018	3498	отложу'	отло'жишь	отло'жит	отло'жим	отло'жите	отло'жат
1019	4631	отменю'	отме'нишь	отме'нит	отме'ним	отме'ните	отме'нят
1020	14371	отменя'ю	отменя'ешь	отменя'ет	отменя'ем	отменя'ете	отменя'ют
1021	1308	отме'чу	отме'тишь	отме'тит	отме'тим	отме'тите	отме'тят
1022	3358	отмеча'ю	отмеча'ешь	отмеча'ет	отмеча'ем	отмеча'ете	отмеча'ют
1023	3575	отнесу'	отнесёшь	отнесёт	отнесём	отнесёте	отнесу'т
1024	7079	отнима'ю	отнима'ешь	отнима'ет	отнима'ем	отнима'ете	отнима'ют
1025	900	отношу'сь	отно'сишься	отно'сится	отно'симся	отно'ситесь	отно'сятся
1026	3476	отниму'	отни'мешь	отни'мет	отни'мем	отни'мете	отни'мут
1027	1680	отойду'	отойдёшь	отойдёт	отойдём	отойдёте	отойду'т
1028	6853	отомщу'	отомсти'шь	отомсти'т	отомсти'м	отомсти'те	отомстя'т
1029	2608	оторву'	оторвёшь	оторвёт	оторвём	оторвёте	оторву'т
1030	30260	отплыва'ю	отплыва'ешь	отплыва'ет	отплыва'ем	отплыва'ете	отплыва'ют
1031	21193	отплыву'	отплывёшь	отплывёт	отплывём	отплывёте	отплыву'т
1032	1344	отпра'влю	отпра'вишь	отпра'вит	отпра'вим	отпра'вите	отпра'вят
1033	1081	отпра'влюсь	отпра'вишься	отпра'вится	отпра'вимся	отпра'витесь	отпра'вятся
1034	4452	отправля'ю	отправля'ешь	отправля'ет	отправля'ем	отправля'ете	отправля'ют
1035	3183	отправля'юсь	отправля'ешься	отправля'ется	отправля'емся	отправля'етесь	отправля'ются
1036	3554	отпуска'ю	отпуска'ешь	отпуска'ет	отпуска'ем	отпуска'ете	отпуска'ют
1037	1318	отпущу'	отпу'стишь	отпу'стит	отпу'стим	отпу'стите	отпу'стят
1038	5045	отража'ю	отража'ешь	отража'ет	отража'ем	отража'ете	отража'ют
1039	11571	отражу'	отрази'шь	отрази'т	отрази'м	отрази'те	отразя'т
1040	27631	отрегули'рую	отрегули'руешь	отрегули'рует	отрегули'руем	отрегули'руете	отрегули'руют
1041	2713	отреза'ю	отреза'ешь	отреза'ет	отреза'ем	отреза'ете	отреза'ют
1042	58509	отре'жу	отре'жешь	отре'жет	отре'жем	отре'жете	отре'жут
1043	19133	отрека'юсь	отрека'ешься	отрека'ется	отрека'емся	отрека'етесь	отрека'ются
1044	12313	отреку'сь	отречёшься	отречётся	отречёмся	отречётесь	отреку'тся
1045	5280	отрица'ю	отрица'ешь	отрица'ет	отрица'ем	отрица'ете	отрица'ют
1046	4979	отрыва'ю	отрыва'ешь	отрыва'ет	отрыва'ем	отрыва'ете	отрыва'ют
1047	24969	отро'ю	отро'ешь	отро'ет	отро'ем	отро'ете	отро'ют
1048	26936	отряжу'	отряди'шь	отряди'т	отряди'м	отряди'те	отрядя'т
1049	30554	отса'сываю	отса'сываешь	отса'сывает	отса'сываем	отса'сываете	отса'сывают
1050	31506	отсро'чу	отсро'чишь	отсро'чит	отсро'чим	отсро'чите	отсро'чат
1051	4606	отстаю'	отстаёшь	отстаёт	отстаём	отстаёте	отстаю'т
1052	9589	отста'иваю	отста'иваешь	отста'ивает	отста'иваем	отста'иваете	отста'ивают
1053	9092	отстою'	отстои'шь	отстои'т	отстои'м	отстои'те	отстоя'т
1054	3552	отступа'ю	отступа'ешь	отступа'ет	отступа'ем	отступа'ете	отступа'ют
1055	3812	отступлю'	отступишь	отступит	отступим	отступите	отступят
1056	3145	отсу'тствую	отсу'тствуешь	отсу'тствует	отсу'тствуем	отсу'тствуете	отсу'тствуют
1057	12185	оття'гиваю	оття'гиваешь	оття'гивает	оття'гиваем	оття'гиваете	оття'гивают
1058	11107	оттяну'	оття'нешь	оття'нет	оття'нем	оття'нете	оття'нут
1059	3143	отхожу'	отхо'дишь	отхо'дит	отхо'дим	отхо'дите	отхо'дят
1060	22874	отчита'юсь	отчита'ешься	отчита'ется	отчита'емся	отчита'етесь	отчита'ются
1061	18131	отчи'тываюсь	отчи'тываешься	отчи'тывается	отчи'тываемся	отчи'тываетесь	отчи'тываются
1062	18583	отчужу'	отчуди'шь	отчуди'т	отчуди'м	отчуди'те	отчудя'т
1063	19698	отшлифу'ю	отшлифу'ешь	отшлифу'ет	отшлифу'ем	отшлифу'ете	отшлифу'ют
1064	5974	охо'чусь	охо'тишься	охо'тится	охо'тимся	охо'титесь	охо'тятся
1065	5102	оце'ниваю	оце'ниваешь	оце'нивает	оце'ниваем	оце'ниваете	оце'нивают
1066	2482	оцению'	оце'ниишь	оце'ниит	оце'ниим	оце'ниите	оце'ният
1067	21582	оштрафу'ю	оштрафу'ешь	оштрафу'ет	оштрафу'ем	оштрафу'ете	оштрафу'ют
1068	2433	ощущу'	ощути'шь	ощути'т	ощути'м	ощути'те	ощутя'т
1069	1972	ощуща'ю	ощуща'ешь	ощуща'ет	ощуща'ем	ощуща'ете	ощуща'ют
1070	1101	па'даю	па'даешь	па'дает	па'даем	па'даете	па'дают
1071	7393	па'рю	па'ришь	па'рит	па'рим	па'рите	па'рят
1072	58510	парю'	пари'шь	пари'т	пари'м	пари'те	паря'т
1073	10005	пасу'сь	пасёшься	пасётся	пасёмся	пасётесь	пасу'тся
1074	3766	паду'	падёшь	падёт	падём	падёте	паду'т
1075	17536	па'чкаю	па'чкаешь	па'чкает	па'чкаем	па'чкаете	па'чкают
1076	4981	перебива'ю	перебива'ешь	перебива'ет	перебива'ем	перебива'ете	перебива'ют
1077	2152	перебью'	перебьёшь	перебьёт	перебьём	перебьёте	перебью'т
1078	3768	переверну'	перевернешь	перевернет	перевернем	перевернете	перевернут
1079	1596	переведу'	переведёшь	переведёт	переведём	переведёте	переведу'т
1080	3793	перевожу'	перево'дишь	перево'дит	перево'дим	перево'дите	перево'дят
1081	31651	перегиба'ю	перегиба'ешь	перегиба'ет	перегиба'ем	перегиба'ете	перегиба'ют
1082	28577	перегну'	перегнёшь	перегнёт	перегнём	перегнёте	перегну'т
1083	2402	передаю'	передаёшь	передаёт	передаём	передаёте	передаю'т
1084	919	переда'м	переда'шь	переда'ст	передади'м	передади'те	передаду'т
1085	8500	переде'лаю	переде'лаешь	переде'лает	переде'лаем	переде'лаете	переде'лают
1086	14235	переде'лываю	переде'лываешь	переде'лывает	переде'лываем	переде'лываете	переде'лывают
1087	8535	передохну'	передохнёшь	передохнёт	передохнём	передохнёте	передохну'т
1088	58511	передо'хну	передо'хнешь	передо'хнет	передо'хнем	передо'хнете	передо'хнут
1089	6299	переду'маю	переду'маешь	переду'мает	переду'маем	переду'маете	переду'мают
1090	10365	переезжа'ю	переезжа'ешь	переезжа'ет	переезжа'ем	переезжа'ете	переезжа'ют
1091	4630	перее'ду	перее'дешь	перее'дет	перее'дем	перее'дете	перее'дут
1092	2673	пережива'ю	пережива'ешь	пережива'ет	пережива'ем	пережива'ете	пережива'ют
1093	2600	переживу'	переживёшь	переживёт	переживём	переживёте	переживу'т
1094	1423	перейду'	перейдёшь	перейдёт	перейдём	перейдёте	перейду'т
1095	16999	перемещу'	перемести'шь	перемести'т	перемести'м	перемести'те	переместя'т
1096	21396	перемеща'ю	перемеща'ешь	перемеща'ет	перемеща'ем	перемеща'ете	перемеща'ют
1097	2781	перенесу'	перенесёшь	перенесёт	перенесём	перенесёте	перенесу'т
1098	4601	переношу'	перено'сишь	перено'сит	перено'сим	перено'сите	перено'сят
1099	11928	переодева'юсь	переодева'ешься	переодева'ется	переодева'емся	переодева'етесь	переодева'ются
1100	7190	переоде'нусь	переоде'нешься	переоде'нется	переоде'немся	переоде'нетесь	переоде'нутся
1101	15765	перепры'гиваю	перепры'гиваешь	перепры'гивает	перепры'гиваем	перепры'гиваете	перепры'гивают
1102	11612	перепры'гну	перепры'гнешь	перепры'гнет	перепры'гнем	перепры'гнете	перепры'гнут
1103	3395	перестаю'	перестаёшь	перестаёт	перестаём	перестаёте	перестаю'т
1104	15565	переста'влю	переста'вишь	переста'вит	переста'вим	переста'вите	переста'вят
1105	12411	переставля'ю	переставля'ешь	переставля'ет	переставля'ем	переставля'ете	переставля'ют
1106	784	переста'ну	переста'нешь	переста'нет	переста'нем	переста'нете	переста'нут
1107	24288	перестра'иваю	перестра'иваешь	перестра'ивает	перестра'иваем	перестра'иваете	перестра'ивают
1108	18652	перестро'ю	перестро'ишь	перестро'ит	перестро'им	перестро'ите	перестро'ят
1109	2117	перехожу'	перехо'дишь	перехо'дит	перехо'дим	перехо'дите	перехо'дят
1110	771	пою'	поёшь	поёт	поём	поёте	пою'т
1111	4371	печа'таю	печа'таешь	печа'тает	печа'таем	печа'таете	печа'тают
1112	2530	пеку'	печёшь	печёт	печём	печёте	пеку'т
1113	2346	пилю'	пи'лишь	пи'лит	пи'лим	пи'лите	пи'лят
1114	222	пишу'	пи'шешь	пи'шет	пи'шем	пи'шете	пи'шут
1115	58512	пи'саю	пи'саешь	пи'сает	пи'саем	пи'саете	пи'сают
1116	584	пью'	пьёшь	пьёт	пьём	пьёте	пью'т
1117	16129	пищу'	пищи'шь	пищи'т	пищи'м	пищи'те	пища'т
1118	2582	пла'ваю	пла'ваешь	пла'вает	пла'ваем	пла'ваете	пла'вают
1119	957	пла'чу	пла'чешь	пла'чет	пла'чем	пла'чете	пла'чут
1120	5281	плани'рую	плани'руешь	плани'рует	плани'руем	плани'руете	плани'руют
1121	58513	планиру'ю	планиру'ешь	планиру'ет	планиру'ем	планиру'ете	планиру'ют
1122	1216	плачу'	пла'тишь	пла'тит	пла'тим	пла'тите	пла'тят
1123	4012	плюю'	плюёшь	плюёт	плюём	плюёте	плюю'т
1124	18668	плеска'ю	плеска'ешь	плеска'ет	плеска'ем	плеска'ете	плеска'ют
1125	9673	плесну'	плеснёшь	плеснёт	плеснём	плеснёте	плесну'т
1126	10975	плету'	плетёшь	плетёт	плетём	плетёте	плету'т
1127	2124	плыву'	плывёшь	плывёт	плывём	плывёте	плыву'т
1128	3594	плю'ну	плю'нешь	плю'нет	плю'нем	плю'нете	плю'нут
1129	4560	пляшу'	пля'шешь	пля'шет	пля'шем	пля'шете	пля'шут
1130	14580	побе'гаю	побе'гаешь	побе'гает	побе'гаем	побе'гаете	побе'гают
1131	2411	побежу'	победи'шь	победи'т	победи'м	победи'те	победя'т
1132	1118	побегу'	побежи'шь	побежи'т	побежи'м	побежи'те	побегу'т
1133	8124	побежда'ю	побежда'ешь	побежда'ет	побежда'ем	побежда'ете	побежда'ют
1134	5425	побью'	побьёшь	побьёт	побьём	побьёте	побью'т
1135	5119	поблагодарю'	поблагодари'шь	поблагодари'т	поблагодари'м	поблагодари'те	поблагодаря'т
1136	5224	побледне'ю	побледне'ешь	побледне'ет	побледне'ем	побледне'ете	побледне'ют
1137	15709	побужу'	побуди'шь	побуди'т	побуди'м	побуди'те	побудя'т
1138	16448	побужда'ю	побужда'ешь	побужда'ет	побужда'ем	побужда'ете	побужда'ют
1139	2447	побыва'ю	побыва'ешь	побыва'ет	побыва'ем	побыва'ете	побыва'ют
1140	831	пове'рю	пове'ришь	пове'рит	пове'рим	пове'рите	пове'рят
1141	1521	поверну'	повернёшь	повернёт	повернём	повернёте	поверну'т
1142	847	поверну'сь	повернёшься	повернётся	повернёмся	повернётесь	поверну'тся
1143	2289	пове'шу	пове'сишь	пове'сит	пове'сим	пове'сите	пове'сят
1144	4150	повора'чиваю	повора'чиваешь	повора'чивает	повора'чиваем	повора'чиваете	повора'чивают
1145	3444	повора'чиваюсь	повора'чиваешься	повора'чивается	повора'чиваемся	повора'чиваетесь	повора'чиваются
1146	5319	поврежу'	повреди'шь	повреди'т	повреди'м	повреди'те	повредя'т
1147	893	повторю'	повтори'шь	повтори'т	повтори'м	повтори'те	повторя'т
1148	1245	повторя'ю	повторя'ешь	повторя'ет	повторя'ем	повторя'ете	повторя'ют
1149	6048	погиба'ю	погиба'ешь	погиба'ет	погиба'ем	погиба'ете	погиба'ют
