word_id	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_conj_id
9	imperfective		бу'дь	бу'дьте	бы'л	была'	бы'ло	бы'ли	53
28	perfective	говорить	скажи'	скажи'те	сказа'л	сказа'ла	сказа'ло	сказа'ли	1773
32	imperfective	смочь	моги'	моги'те	мо'г	могла'	могло'	могли'	2211
50	imperfective	узнать	зна'й	зна'йте	зна'л	зна'ла	зна'ло	зна'ли	550
53	imperfective	сказать;поговорить	говори'	говори'те	говори'л	говори'ла	говори'ло	говори'ли	307
73	imperfective	съесть;поесть	е'шь	е'шьте	е'л	е'ла	е'ло	е'ли	399
90	imperfective	захотеть	хоти'	хоти'те	хоте'л	хоте'ла	хоте'ло	хоте'ли	2167
94	imperfective	завидеть;увидеть	ви'дь	ви'дьте	ви'дел	ви'дела	ви'дело	ви'дели	92
96	imperfective	пойти	иди'	иди'те	шёл	шла'	шло'	шли'	555
99	imperfective	постоять	сто'й	сто'йте	стоя'л	стоя'ла	стоя'ло	стоя'ли	1936
107	imperfective	подумать	ду'май	ду'майте	ду'мал	ду'мала	ду'мало	ду'мали	2212
109	perfective	спрашивать	спроси'	спроси'те	спроси'л	спроси'ла	спроси'ло	спроси'ли	1911
117	imperfective	прожить	живи'	живи'те	жи'л	жила'	жи'ло,жило'	жи'ли	414
121	imperfective	посмотреть	смотри'	смотри'те	смотре'л	смотре'ла	смотре'ло	смотре'ли	1812
122	imperfective		име'й	име'йте	име'л	име'ла	име'ло	име'ли	598
124	perfective	понимать	пойми'	пойми'те	по'нял	поняла'	по'няло	по'няли	1286
125	imperfective	посидеть	сиди'	сиди'те	сиде'л	сиде'ла	сиде'ло	сиде'ли	1771
128	imperfective	сделать	де'лай	де'лайте	де'лал	де'лала	де'лало	де'лали	336
129	perfective	делать	сде'лай	сде'лайте	сде'лал	сде'лала	сде'лало	сде'лали	1757
137	perfective	брать;взимать;взымать	возьми'	возьми'те	взя'л	взяла'	взя'ло,взяло'	взя'ли	89
139	imperfective	понять	понима'й	понима'йте	понима'л	понима'ла	понима'ло	понима'ли	1284
141	imperfective	показаться	кажи'сь	кажи'тесь	каза'лся	каза'лась	каза'лось	каза'лись	626
146	perfective	начинать	начни'	начни'те	на'чал	начала'	на'чало	на'чали	828
159	perfective	видеть	уви'дь	уви'дьте	уви'дел	уви'дела	уви'дело	уви'дели	2020
161	imperfective	дать	дава'й	дава'йте	дава'л	дава'ла	дава'ло	дава'ли	327
164	perfective	идти	пойди'	пойди'те	пошёл	пошла'	пошло'	пошли'	1235
170	perfective	оставаться	оста'нься	оста'ньтесь	оста'лся	оста'лась	оста'лось	оста'лись	984
174	perfective	выходить	вы'йди	вы'йдите	вы'шел	вы'шла	вы'шло	вы'шли	224
178	perfective	давать	да'й	да'йте	да'л	дала'	да'ло,дало'	да'ли	329
179	imperfective	поработать	рабо'тай	рабо'тайте	рабо'тал	рабо'тала	рабо'тало	рабо'тали	1606
180	perfective	оказываться	окажи'сь	окажи'тесь	оказа'лся	оказа'лась	оказа'лось	оказа'лись	926
188	perfective	отвечать	отве'ть	отве'тьте	отве'тил	отве'тила	отве'тило	отве'тили	992
191	perfective	думать	поду'май	поду'майте	поду'мал	поду'мала	поду'мало	поду'мали	1206
193	imperfective	полюбить	люби'	люби'те	люби'л	люби'ла	люби'ло	люби'ли	717
194	imperfective		зна'чь	зна'чьте	зна'чил	зна'чила	зна'чило	зна'чили	551
201	imperfective	подождать	жди'	жди'те	жда'л	ждала'	жда'ло	жда'ли	408
204	perfective	смотреть	посмотри'	посмотри'те	посмотре'л	посмотре'ла	посмотре'ло	посмотре'ли	1316
210	perfective	находить	найди'	найди'те	нашёл	нашла'	нашло'	нашли'	772
215	imperfective	лечь;полежать	лежи'	лежи'те	лежа'л	лежа'ла	лежа'ло	лежа'ли	700
219	perfective	решать	реши'	реши'те	реши'л	реши'ла	реши'ло	реши'ли	1708
220	perfective	получать	получи'	получи'те	получи'л	получи'ла	получи'ло	получи'ли	1263
222	imperfective	написать	пиши'	пиши'те	писа'л	писа'ла	писа'ло	писа'ли	1114
224	perfective	возвращаться	верни'сь	верни'тесь	верну'лся	верну'лась	верну'лось	верну'лись	67
229	imperfective	счесть;посчитать	счита'й	счита'йте	счита'л	счита'ла	счита'ло	счита'ли	1958
242	imperfective	запомнить	по'мни	по'мните	по'мнил	по'мнила	по'мнило	по'мнили	1274
251	perfective	знать;узнавать	узна'й	узна'йте	узна'л	узна'ла	узна'ло	узна'ли	2051
254	perfective	приходить	приди'	приди'те	пришёл	пришла'	пришло'	пришли'	1450
255	imperfective	сходить	ходи'	ходи'те	ходи'л	ходи'ла	ходи'ло	ходи'ли	2165
256	perfective	замечать	заме'ть	заме'тьте	заме'тил	заме'тила	заме'тило	заме'тили	488
264	imperfective	побывать	быва'й	быва'йте	быва'л	быва'ла	быва'ло	быва'ли	52
266	imperfective	услышать	слы'шь	слы'шьте	слы'шал	слы'шала	слы'шало	слы'шали	1805
267	perfective	уходить	уйди'	уйди'те	ушёл	ушла'	ушло'	ушли'	2052
269	imperfective	побояться;забояться	бо'йся	бо'йтесь	боя'лся	боя'лась	боя'лось	боя'лись	31
272	imperfective	послушать	слу'шай	слу'шайте	слу'шал	слу'шала	слу'шало	слу'шали	1801
281	imperfective	взглянуть;глянуть;поглядеть	гляди'	гляди'те	гляде'л	гляде'ла	гляде'ло	гляде'ли	300
287	perfective	садиться	сядь	ся'дьте	се'л	се'ла	се'ло	се'ли	1763
291	imperfective	остаться	остава'йся	остава'йтесь	остава'лся	остава'лась	остава'лось	остава'лись	977
297	perfective	писать	напиши'	напиши'те	написа'л	написа'ла	написа'ло	написа'ли	791
300	imperfective	прочитать;почитать;прочесть	чита'й	чита'йте	чита'л	чита'ла	чита'ло	чита'ли	2185
301	imperfective	почувствовать	чу'вствуй	чу'вствуйте	чу'вствовал	чу'вствовала	чу'вствовало	чу'вствовали	2189
305	imperfective	повести	веди'	веди'те	вёл	вела'	вело'	вели'	2213
310	imperfective	продолжить	продолжа'й	продолжа'йте	продолжа'л	продолжа'ла	продолжа'ло	продолжа'ли	1531
316	perfective	успевать	успе'й	успе'йте	успе'л	успе'ла	успе'ло	успе'ли	2122
321	imperfective	взять	бери'	бери'те	бра'л	брала'	бра'ло	бра'ли	33
329	perfective	проходить	пройди'	пройди'те	прошёл	прошла'	прошло'	прошли'	2214
330	imperfective	начать	начина'й	начина'йте	начина'л	начина'ла	начина'ло	начина'ли	830
332	perfective	появляться	появи'сь	появи'тесь	появи'лся	появи'лась	появи'лось	появи'лись	1354
337	perfective	забывать	забу'дь	забу'дьте	забы'л	забы'ла	забы'ло	забы'ли	426
338	perfective	вспоминать	вспо'мни	вспо'мните	вспо'мнил	вспо'мнила	вспо'мнило	вспо'мнили	178
345	imperfective	попытаться	пыта'йся	пыта'йтесь	пыта'лся	пыта'лась	пыта'лось	пыта'лись	1604
346	imperfective	найтись	находи'сь	находи'тесь	находи'лся	находи'лась	находи'лось	находи'лись	827
347	imperfective	подержать;сдержать	держи'	держи'те	держа'л	держа'ла	держа'ло	держа'ли	338
348	imperfective	попросить	проси'	проси'те	проси'л	проси'ла	проси'ло	проси'ли	1566
349	perfective	показывать	покажи'	покажи'те	показа'л	показа'ла	показа'ло	показа'ли	1236
355	imperfective	вы'йти	выходи'	выходи'те	выходи'л	выходи'ла	выходи'ло	выходи'ли	2215
357	perfective	поднимать	подними'	подними'те	по'днял,подня'л	подняла'	по'дняло,подня'ло	по'дняли,подня'ли	1183
359	imperfective	назвать	называ'й	называ'йте	называ'л	называ'ла	называ'ло	называ'ли	770
361	perfective	посылать;слать	пошли'	пошли'те	посла'л	посла'ла	посла'ло	посла'ли	1311
362	perfective	подходить	подойди'	подойди'те	подошёл	подошла'	подошло'	подошли'	1188
363	perfective	рассказывать	расскажи'	расскажи'те	рассказа'л	рассказа'ла	рассказа'ло	рассказа'ли	1682
366	perfective	вставать	вста'нь	вста'ньте	вста'л	вста'ла	вста'ло	вста'ли	182
368	imperfective	спросить	спра'шивай	спра'шивайте	спра'шивал	спра'шивала	спра'шивало	спра'шивали	1909
371	imperfective	последовать	сле'дуй	сле'дуйте	сле'довал	сле'довала	сле'довало	сле'довали	1795
372	perfective	ставить	поста'вь	поста'вьте	поста'вил	поста'вила	поста'вило	поста'вили	1319
373	perfective	бросать	бро'сь	бро'сьте	бро'сил	бро'сила	бро'сило	бро'сили	44
377	perfective	оставлять	оста'вь	оста'вьте	оста'вил	оста'вила	оста'вило	оста'вили	978
393	imperfective	ответить	отвеча'й	отвеча'йте	отвеча'л	отвеча'ла	отвеча'ло	отвеча'ли	993
395	imperfective	уйти	уходи'	уходи'те	уходи'л	уходи'ла	уходи'ло	уходи'ли	2147
397	perfective	входить	войди'	войди'те	вошёл	вошла'	вошло'	вошли'	139
399	imperfective	рассказать	расска'зывай	расска'зывайте	расска'зывал	расска'зывала	расска'зывало	расска'зывали	1683
400	imperfective	замолчать;помолчать;промолчать	молчи'	молчи'те	молча'л	молча'ла	молча'ло	молча'ли	741
403	imperfective	-	спи'	спи'те	спа'л	спала'	спа'ло	спа'ли	1898
405	imperfective	явиться	явля'йся	явля'йтесь	явля'лся	явля'лась	явля'лось	явля'лись	2206
411	imperfective	поискать	ищи'	ищи'те	иска'л	иска'ла	иска'ло	иска'ли	605
412	perfective	останавливаться	останови'сь	останови'тесь	останови'лся	останови'лась	останови'лось	останови'лись	983
418	imperfective	поверить	ве'рь	ве'рьте	ве'рил	ве'рила	ве'рило	ве'рили	65
424	imperfective	сыграть;поиграть	игра'й	игра'йте	игра'л	игра'ла	игра'ло	игра'ли	554
429	imperfective	стать	станови'сь	станови'тесь	станови'лся	станови'лась	станови'лось	станови'лись	1923
437	perfective	мочь	смоги'	смоги'те	смо'г	смогла'	смогло'	смогли'	1813
439	imperfective	побежать	беги'	беги'те	бежа'л	бежа'ла	бежа'ло	бежа'ли	12
442	perfective	приезжать	приезжа'й	приезжа'йте	прие'хал	прие'хала	прие'хало	прие'хали	1441
444	perfective	принимать	прими'	прими'те	при'нял	приняла'	при'няло	при'няли	1481
447	perfective	открывать	откро'й	откро'йте	откры'л	откры'ла	откры'ло	откры'ли	1012
451	imperfective	произойти	происходи'	происходи'те	происходи'л	происходи'ла	происходи'ло	происходи'ли	1547
458	imperfective	поехать	езжа'й	езжа'йте	е'хал	е'хала	е'хало	е'хали	400
463	imperfective	собраться	собира'йся	собира'йтесь	собира'лся	собира'лась	собира'лось	собира'лись	1829
464	perfective	казаться;показываться	покажи'сь	покажи'тесь	показа'лся	показа'лась	показа'лось	показа'лись	1237
467	perfective	попадать	попади'	попади'те	попа'л	попа'ла	попа'ло	попа'ли	1292
468	perfective	слышать	услы'шь	услы'шьте	услы'шал	услы'шала	услы'шало	услы'шали	2116
469	imperfective	прийти	приходи'	приходи'те	приходи'л	приходи'ла	приходи'ло	приходи'ли	1505
470	imperfective	закричать;крикнуть	кричи'	кричи'те	крича'л	крича'ла	крича'ло	крича'ли	684
472	perfective	происходить	произойди'	произойди'те	произошёл	произошла'	произошло'	произошли'	1545
474	perfective	подниматься	подними'сь	подними'тесь	подня'лся,поднялся'	подняла'сь	подня'лось,подняло'сь	подня'лись,подняли'сь	1184
478	perfective	случаться	случи'сь	случи'тесь	случи'лся	случи'лась	случи'лось	случи'лись	2217
486	imperfective	постараться	стара'йся	стара'йтесь	стара'лся	стара'лась	стара'лось	стара'лись	1924
492	perfective	ехать	поезжа'й	поезжа'йте	пое'хал	пое'хала	пое'хало	пое'хали	1214
503	imperfective	суметь	уме'й	уме'йте	уме'л	уме'ла	уме'ло	уме'ли	2078
515	imperfective	заняться	занима'йся	занима'йтесь	занима'лся	занима'лась	занима'лось	занима'лись	495
517	perfective	класть;полагать	положи'	положи'те	положи'л	положи'ла	положи'ло	положи'ли	1258
541	perfective	начинаться	начни'сь	начни'тесь	на'чался,начался',нача'лся	начала'сь	начало'сь,на'чалось	начали'сь,на'чались	829
543	imperfective	позвать	зови'	зови'те	зва'л	звала'	зва'ло	зва'ли	542
549	imperfective	пройти	проходи'	проходи'те	проходи'л	проходи'ла	проходи'ло	проходи'ли	2218
550	perfective	удаваться	уда'йся	уда'йтесь	уда'лся	удала'сь	уда'лось//удало'сь	уда'лись//удали'сь	2219
557	perfective	приходиться	приди'сь	приди'тесь	пришёлся	пришла'сь	пришло'сь	пришли'сь	2220
559	perfective	снимать	сними'	сними'те	сня'л	сняла'	сня'ло,сняло'	сня'ли	1827
561	perfective	представлять	предста'вь	предста'вьте	предста'вил	предста'вила	предста'вило	предста'вили	1384
563	perfective	произносить	произнеси'	произнеси'те	произнёс	произнесла'	произнесло'	произнесли'	1542
568	perfective	объяснять	объясни'	объясни'те	объясни'л	объясни'ла	объясни'ло	объясни'ли	896
571	imperfective	представить	представля'й	представля'йте	представля'л	представля'ла	представля'ло	представля'ли	1386
573	perfective	покупать	купи'	купи'те	купи'л	купи'ла	купи'ло	купи'ли	690
574	imperfective	просуществовать	существу'й	существу'йте	существова'л	существова'ла	существова'ло	существова'ли	1955
577	perfective	умирать	умри'	умри'те	у'мер	у'мерла	у'мерло	у'мерли	2077
584	imperfective	выпить;попить	пе'й	пе'йте	пи'л	пила'	пи'ло	пи'ли	1116
596	perfective	сообщать	сообщи'	сообщи'те	сообщи'л	сообщи'ла	сообщи'ло	сообщи'ли	1872
598	perfective	называть	назови'	назови'те	назва'л	назвала'	назва'ло	назва'ли	767
606	perfective	убивать	убе'й	убе'йте	уби'л	уби'ла	уби'ло	уби'ли	2010
609	perfective	соглашаться	согласи'сь	согласи'тесь	согласи'лся	согласи'лась	согласи'лось	согласи'лись	1845
616	perfective	улыбаться	улыбни'сь	улыбни'тесь	улыбну'лся	улыбну'лась	улыбну'лось	улыбну'лись	2072
619	imperfective	улыбнуться	улыба'йся	улыба'йтесь	улыба'лся	улыба'лась	улыба'лось	улыба'лись	2071
620	perfective	чувствовать	почу'вствуй	почу'вствуйте	почу'вствовал	почу'вствовала	почу'вствовало	почу'вствовали	1351
624	imperfective	понравиться	нра'вься	нра'вьтесь	нра'вился	нра'вилась	нра'вилось	нра'вились	836
629	perfective	приводить	приведи'	приведи'те	привёл	привела'	привело'	привели'	1420
630	perfective	предлагать	предложи'	предложи'те	предложи'л	предложи'ла	предложи'ло	предложи'ли	1370
631	perfective	вызывать	вы'зови	вы'зовите	вы'звал	вы'звала	вы'звало	вы'звали	220
636	imperfective	хватить;схватить	хвата'й	хвата'йте	хвата'л	хвата'ла	хвата'ло	хвата'ли	2221
637	perfective	приносить	принеси'	принеси'те	принёс	принесла'	принесло'	принесли'	1477
648	imperfective	принять	принима'й	принима'йте	принима'л	принима'ла	принима'ло	принима'ли	1478
654	perfective	проводить	проведи'	проведи'те	провёл	провела'	провело'	провели'	1517
655	perfective	хватать	хвати'	хвати'те	хвати'л	хвати'ла	хвати'ло	хвати'ли	2222
664	imperfective	прийтись	приходи'сь	приходи'тесь	приходи'лся	приходи'лась	приходи'лось	приходи'лись	2223
665	perfective	кричать	кри'кни	кри'кните	кри'кнул	кри'кнула	кри'кнуло	кри'кнули	682
666	perfective	просить	попроси'	попроси'те	попроси'л	попроси'ла	попроси'ло	попроси'ли	1295
667	imperfective	потребовать	тре'буй	тре'буйте	тре'бовал	тре'бовала	тре'бовало	тре'бовали	1989
670	imperfective	засмеяться;посмеяться	сме'йся	сме'йтесь	смея'лся	смея'лась	смея'лось	смея'лись	1810
676	perfective	присылать;слать	пришли'	пришли'те	присла'л	присла'ла	присла'ло	присла'ли	1487
685	imperfective	возвратиться;вернуться	возвраща'йся	возвраща'йтесь	возвраща'лся	возвраща'лась	возвраща'лось	возвраща'лись	120
689	imperfective	оказаться	ока'зывайся	ока'зывайтесь	ока'зывался	ока'зывалась	ока'зывалось	ока'зывались	928
691	perfective	терять	потеря'й	потеря'йте	потеря'л	потеря'ла	потеря'ло	потеря'ли	1333
695	perfective	пить;выпивать	вы'пей	вы'пейте	вы'пил	вы'пила	вы'пило	вы'пили	241
696	imperfective	показать	пока'зывай	пока'зывайте	пока'зывал	пока'зывала	пока'зывало	пока'зывали	1238
707	perfective	отдавать	отда'й	отда'йте	отда'л,о'тдал	отдала'	отда'ло,отдало'	отда'ли,о'тдали	1001
709	perfective	кивать	кивни'	кивни'те	кивну'л	кивну'ла	кивну'ло	кивну'ли	642
711	perfective	исчезать	исче'зни	исче'зните	исче'з	исче'зла,исче'знула	исче'зло,исче'знуло	исче'зли,исче'знули	625
720	perfective	получаться	получи'сь	получи'тесь	получи'лся	получи'лась	получи'лось	получи'лись	2224
721	perfective	помогать	помоги'	помоги'те	помо'г	помогла'	помогло'	помогли'	1279
726	imperfective	побить	бе'й	бе'йте	би'л	би'ла	би'ло	би'ли	18
729	perfective	создавать;созидать	созда'й	созда'йте	созда'л,со'здал	создала'	созда'ло,создало'	созда'ли,со'здали	1861
735	imperfective	вспомнить	вспомина'й	вспомина'йте	вспомина'л	вспомина'ла	вспомина'ло	вспомина'ли	177
736	imperfective	получить	получа'й	получа'йте	получа'л	получа'ла	получа'ло	получа'ли	1262
739	perfective	падать	упади'	упади'те	упа'л	упа'ла	упа'ло	упа'ли	2090
742	perfective	доставать	доста'нь	доста'ньте	доста'л	доста'ла	доста'ло	доста'ли	379
745	imperfective	понадеяться	наде'йся	наде'йтесь	наде'ялся	наде'ялась	наде'ялось	наде'ялись	762
750	imperfective	послать	шли'	шли'те	сла'л	сла'ла	сла'ло	сла'ли	1793
753	perfective	вздыхать	вздохни'	вздохни'те	вздохну'л	вздохну'ла	вздохну'ло	вздохну'ли	80
771	imperfective	спеть;пропеть	по'й	по'йте	пе'л	пе'ла	пе'ло	пе'ли	1110
776	perfective	прощать	прости'	прости'те	прости'л	прости'ла	прости'ло	прости'ли	1571
784	perfective	переставать	переста'нь	переста'ньте	переста'л	переста'ла	переста'ло	переста'ли	1106
790	perfective	жаловать	пожа'луй	пожа'луйте	пожа'ловал	пожа'ловала	пожа'ловало	пожа'ловали	1216
801	imperfective	-	ожида'й	ожида'йте	ожида'л	ожида'ла	ожида'ло	ожида'ли	919
807	imperfective	появиться	появля'йся	появля'йтесь	появля'лся	появля'лась	появля'лось	появля'лись	1355
812	both		испо'льзуй	испо'льзуйте	испо'льзовал	испо'льзовала	испо'льзовало	испо'льзовали	2225
813	perfective	глядеть;взглядывать	взгляни'	взгляни'те	взгляну'л	взгляну'ла	взгляну'ло	взгляну'ли	79
826	perfective	протягивать	протяни'	протяни'те	протяну'л	протяну'ла	протяну'ло	протяну'ли	1580
827	imperfective	послужить	служи'	служи'те	служи'л	служи'ла	служи'ло	служи'ли	1800
830	perfective	уезжать	уезжа'й	уезжа'йте	уе'хал	уе'хала	уе'хало	уе'хали	2046
831	perfective	верить;поверять	пове'рь	пове'рьте	пове'рил	пове'рила	пове'рило	пове'рили	1140
838	imperfective	вызвать	вызыва'й	вызыва'йте	вызыва'л	вызыва'ла	вызыва'ло	вызыва'ли	221
839	imperfective	назваться	называ'йся	называ'йтесь	называ'лся	называ'лась	называ'лось	называ'лись	771
840	perfective	встречать	встре'ть	встре'тьте	встре'тил	встре'тила	встре'тило	встре'тили	183
843	imperfective	разговорить	разгова'ривай	разгова'ривайте	разгова'ривал	разгова'ривала	разгова'ривало	разгова'ривали	1633
844	perfective	позволять	позво'ль	позво'льте	позво'лил	позво'лила	позво'лило	позво'лили	1226
845	perfective	обнаруживать	обнару'жь	обнару'жьте	обнару'жил	обнару'жила	обнару'жило	обнару'жили	863
847	perfective	поворачиваться	поверни'сь	поверни'тесь	поверну'лся	поверну'лась	поверну'лось	поверну'лись	1142
852	imperfective	подойти	подходи'	подходи'те	подходи'л	подходи'ла	подходи'ло	подходи'ли	1209
862	imperfective	повисеть	виси'	виси'те	висе'л	висе'ла	висе'ло	висе'ли	96
864	imperfective	выглядывать	вы'гляди	вы'глядите	вы'глядел	вы'глядела	вы'глядело	вы'глядели	204
865	imperfective	-	де'йствуй	де'йствуйте	де'йствовал	де'йствовала	де'йствовало	де'йствовали	334
866	imperfective	понести	неси'	неси'те	нёс	несла'	несло'	несли'	833
869	imperfective	сгореть	гори'	гори'те	горе'л	горе'ла	горе'ло	горе'ли	310
871	perfective	добавлять	доба'вь	доба'вьте	доба'вил	доба'вила	доба'вило	доба'вили	343
874	imperfective	сесть	сади'сь	сади'тесь	сади'лся	сади'лась	сади'лось	сади'лись	1726
877	imperfective	помочь	помога'й	помога'йте	помога'л	помога'ла	помога'ло	помога'ли	1276
893	perfective	повторять	повтори'	повтори'те	повтори'л	повтори'ла	повтори'ло	повтори'ли	1147
900	imperfective	отнестись	относи'сь	относи'тесь	относи'лся	относи'лась	относи'лось	относи'лись	1025
902	imperfective	выучиться	учи'сь	учи'тесь	учи'лся	учи'лась	учи'лось	учи'лись	2153
904	perfective	удивляться	удиви'сь	удиви'тесь	удиви'лся	удиви'лась	удиви'лось	удиви'лись	2036
913	perfective	погибать;гибнуть	поги'бни	поги'бните	поги'б,поги'бнул	поги'бла,поги'бнула	поги'бло,поги'бнуло	поги'бли,поги'бнули	1150
916	imperfective	подержаться	держи'сь	держи'тесь	держа'лся	держа'лась	держа'лось	держа'лись	339
919	perfective	передавать	переда'й	переда'йте	переда'л	передала'	переда'ло,передало'	переда'ли	1084
921	imperfective	выстрелить;стрельнуть	стреля'й	стреля'йте	стреля'л	стреля'ла	стреля'ло	стреля'ли	1941
925	imperfective	провести	проводи'	проводи'те	проводи'л	проводи'ла	проводи'ло	проводи'ли	1520
931	imperfective	войти	входи'	входи'те	входи'л	входи'ла	входи'ло	входи'ли	193
934	imperfective	двинуться	дви'гайся	дви'гайтесь	дви'гался	дви'галась	дви'галось	дви'гались	13871
935	perfective	возникать	возни'кни	возни'кните	возни'к,возни'кнул	возни'кла,возни'кнула	возни'кло,возни'кнуло	возни'кли,возни'кнули	132
941	perfective	звонить	позвони'	позвони'те	позвони'л	позвони'ла	позвони'ло	позвони'ли	1228
942	perfective	кричать	закричи'	закричи'те	закрича'л	закрича'ла	закрича'ло	закрича'ли	474
945	perfective	приказывать	прикажи'	прикажи'те	приказа'л	приказа'ла	приказа'ло	приказа'ли	1451
949	perfective	пробовать	попро'буй	попро'буйте	попро'бовал	попро'бовала	попро'бовало	попро'бовали	1294
954	imperfective	износить;наносить;сносить;относить	носи'	носи'те	носи'л	носи'ла	носи'ло	носи'ли	835
956	perfective	кончаться	ко'нчись	ко'нчитесь	ко'нчился	ко'нчилась	ко'нчилось	ко'нчились	667
957	imperfective	заплакать;поплакать	пла'чь	пла'чьте	пла'кал	пла'кала	пла'кало	пла'кали	1119
959	imperfective	размешать;смешать;перемешать;помешать	меша'й	меша'йте	меша'л	меша'ла	меша'ло	меша'ли	732
964	imperfective	получиться	получа'йся	получа'йтесь	получа'лся	получа'лась	получа'лось	получа'лись	2226
967	imperfective	пожелать;возжелать	жела'й	жела'йте	жела'л	жела'ла	жела'ло	жела'ли	410
970	perfective	привыкать	привы'кни	привы'кните	привы'к	привы'кла	привы'кло	привы'кли	1427
972	imperfective	-	суди'	суди'те	суди'л	суди'ла	суди'ло	суди'ли	1952
981	imperfective	пообещать	обеща'й	обеща'йте	обеща'л	обеща'ла	обеща'ло	обеща'ли	850
983	imperfective	поставить	ста'вь	ста'вьте	ста'вил	ста'вила	ста'вило	ста'вили	1922
986	imperfective	коснуться	каса'йся	каса'йтесь	каса'лся	каса'лась	каса'лось	каса'лись	631
989	imperfective	выколоть;расколоть	коли'	коли'те	коло'л	коло'ла	коло'ло	коло'ли	660
991	perfective	собираться	собери'сь	собери'тесь	собра'лся	собрала'сь	собра'лось,собрало'сь	собра'лись,собрали'сь	1835
994	imperfective	-	пахни'	пахни'те	пахну'л	пахну'ла	пахну'ло	пахну'ли	2227
995	imperfective	возникнуть	возника'й	возника'йте	возника'л	возника'ла	возника'ло	возника'ли	131
1016	imperfective	полететь	лети'	лети'те	лете'л	лете'ла	лете'ло	лете'ли	704
1022	perfective	заявлять	заяви'	заяви'те	заяви'л	заяви'ла	заяви'ло	заяви'ли	540
1026	imperfective		разуме'йся	разуме'йтесь	разуме'лся	разуме'лась	разуме'лось	разуме'лись	2229
1029	imperfective	начаться	начина'йся	начина'йтесь	начина'лся	начина'лась	начина'лось	начина'лись	831
1031	perfective	ударять	уда'рь	уда'рьте	уда'рил	уда'рила	уда'рило	уда'рили	2033
1032	imperfective	напомнить	напомина'й	напомина'йте	напомина'л	напомина'ла	напомина'ло	напомина'ли	793
1033	perfective	заставлять	заста'вь	заста'вьте	заста'вил	заста'вила	заста'вило	заста'вили	522
1035	perfective	говорить;поговаривать	поговори'	поговори'те	поговори'л	поговори'ла	поговори'ло	поговори'ли	1156
1044	imperfective	позвонить	звони'	звони'те	звони'л	звони'ла	звони'ло	звони'ли	543
1050	perfective	объявлять	объяви'	объяви'те	объяви'л	объяви'ла	объяви'ло	объяви'ли	894
1058	perfective	придумывать	приду'май	приду'майте	приду'мал	приду'мала	приду'мало	приду'мали	1438
1059	perfective	бросаться	бро'сься	бро'сьтесь	бро'сился	бро'силась	бро'силось	бро'сились	45
1061	perfective	пытаться	попыта'йся	попыта'йтесь	попыта'лся	попыта'лась	попыта'лось	попыта'лись	1298
1068	perfective	хватать;схватывать	схвати'	схвати'те	схвати'л	схвати'ла	схвати'ло	схвати'ли	1956
1069	perfective	приниматься	прими'сь	прими'тесь	при'нялся,принялся',приня'лся	приняла'сь	приняло'сь,при'нялось	приняли'сь,при'нялись	1482
1072	perfective	отказываться	откажи'сь	откажи'тесь	отказа'лся	отказа'лась	отказа'лось	отказа'лись	1006
1081	perfective	отправляться	отпра'вься	отпра'вьтесь	отпра'вился	отпра'вилась	отпра'вилось	отпра'вились	1033
1082	imperfective	встать	встава'й	встава'йте	встава'л	встава'ла	встава'ло	встава'ли	181
1084	perfective	обращаться	обрати'сь	обрати'тесь	обрати'лся	обрати'лась	обрати'лось	обрати'лись	874
1087	imperfective	предложить	предлага'й	предлага'йте	предлага'л	предлага'ла	предлага'ло	предлага'ли	1369
1097	perfective	смеяться	засме'йся	засме'йтесь	засмея'лся	засмея'лась	засмея'лось	засмея'лись	520
1101	imperfective	упасть;пасть	па'дай	па'дайте	па'дал	па'дала	па'дало	па'дали	1070
1102	perfective	заканчивать	зако'нчи	зако'нчите	зако'нчил	зако'нчила	зако'нчило	зако'нчили	472
1103	imperfective	снять	снима'й	снима'йте	снима'л	снима'ла	снима'ло	снима'ли	1823
1108	imperfective	встретиться	встреча'йся	встреча'йтесь	встреча'лся	встреча'лась	встреча'лось	встреча'лись	186
1112	imperfective	проследить;отследить;выследить	следи'	следи'те	следи'л	следи'ла	следи'ло	следи'ли	1794
1113	perfective	заходить	зайди'	зайди'те	зашёл	зашла'	зашло'	зашли'	462
1114	perfective	спасать	спаси'	спаси'те	спас	спасла'	спасло'	спасли'	1896
1118	perfective	бежать	побеги'	побеги'те	побежа'л	побежа'ла	побежа'ло	побежа'ли	1132
1127	imperfective	позволить	позволя'й	позволя'йте	позволя'л	позволя'ла	позволя'ло	позволя'ли	1227
1128	perfective	закрывать	закро'й	закро'йте	закры'л	закры'ла	закры'ло	закры'ли	476
1130	both		вели'	вели'те	веле'л	веле'ла	веле'ло	веле'ли	2230
1138	imperfective		име'йся	име'йтесь	име'лся	име'лась	име'лось	име'лись	599
1140	perfective	уметь	суме'й	суме'йте	суме'л	суме'ла	суме'ло	суме'ли	1953
1142	perfective	заговаривать	заговори'	заговори'те	заговори'л	заговори'ла	заговори'ло	заговори'ли	442
1144	imperfective	подняться	поднима'йся	поднима'йтесь	поднима'лся	поднима'лась	поднима'лось	поднима'лись	1182
